GEO_TYPE,GEO_VALUE,Measure,Measure_Short,Weighted_Average,Total_Population,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_Drug_Cst,Tot_Benes
State,Alabama,Arthritis among adults aged >=18 years,Arthritis,29.802001348445604,10079754.0,Sulfasalazine,Sulfasalazine,7857,224480.05,1935.0
State,Alabama,Arthritis among adults aged >=18 years,Arthritis,29.802001348445604,10079754.0,Sulfasalazine Dr,Sulfasalazine,1215,61573.94,374.0
State,Alabama,Arthritis among adults aged >=18 years,Arthritis,29.802001348445604,10079754.0,Xatmep,Methotrexate,18,10972.34,0.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Aldactone,Spironolactone,26,6878.75,0.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Altace,Ramipril,50,34529.64,13.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Calcium Acetate,Calcium Acetate,5069,577801.02,1478.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Carospir,Spironolactone,13,5363.43,0.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Diovan,Valsartan,265,177991.66,63.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Epogen,Epoetin Alfa,37,35992.79,13.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Furosemide,Furosemide,411670,2522648.32,114996.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Lasix,Furosemide,141,11979.14,41.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Lisinopril,Lisinopril,496627,3790257.79,129165.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Phoslyra,Calcium Acetate,56,24859.04,19.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Procrit,Epoetin Alfa,791,1727895.34,225.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Ramipril,Ramipril,44863,706932.46,11274.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Spironolactone,Spironolactone,127579,1838433.93,36538.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Valsartan,Valsartan,57109,2225401.81,15523.0
State,Alabama,Chronic kidney disease among adults aged >=18 years,CKD,3.2721610071039438,10079754.0,Zestril,Lisinopril,13,10570.47,0.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Budesonide,Budesonide,1407,315446.48,439.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Budesonide Dr,Budesonide,3520,594211.93,1129.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Budesonide Ec,Budesonide,2046,650176.28,728.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Budesonide Er,Budesonide,366,468892.95,109.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Daliresp,Roflumilast,5299,3241318.37,1090.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Pulmicort Flexhaler,Budesonide,1114,337188.77,469.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Roflumilast,Roflumilast,589,200769.65,404.0
State,Alabama,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,7.756372705127526,10079754.0,Uceris,Budesonide,19,24218.62,0.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Altace,Ramipril,50,34529.64,13.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Brilinta,Ticagrelor,17773,11141935.01,4244.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Carvedilol,Carvedilol,365271,4299064.62,92046.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Coreg,Carvedilol,45,40201.45,11.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Diovan,Valsartan,265,177991.66,63.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Eliquis,Apixaban,354669,263560560.1,66152.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Isosorbide Mononitrate,Isosorbide Mononitrate,5686,180800.47,1331.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Isosorbide Mononitrate Er,Isosorbide Mononitrate,82375,1636402.13,22328.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Lisinopril,Lisinopril,496627,3790257.79,129165.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Nitro-Bid,Nitroglycerin,280,15611.75,195.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Nitro-Dur,Nitroglycerin,49,68337.8,0.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Nitroglycerin,Nitroglycerin,43339,943497.46,26510.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Nitroglycerin Patch,Nitroglycerin,5001,234330.38,1477.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Nitrostat,Nitroglycerin,64,3114.27,37.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Ramipril,Ramipril,44863,706932.46,11274.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Rectiv,Nitroglycerin,57,39227.34,45.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Simvastatin,Simvastatin,246487,2227678.43,62710.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Valsartan,Valsartan,57109,2225401.81,15523.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Xarelto,Rivaroxaban,108214,87807521.16,21177.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Zestril,Lisinopril,13,10570.47,0.0
State,Alabama,Coronary heart disease among adults aged >=18 years,Heart_Disease,6.619036635219472,10079754.0,Zocor,Simvastatin,17,11141.07,0.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Accolate,Zafirlukast,12,3779.63,0.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Budesonide,Budesonide,1407,315446.48,439.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Budesonide Dr,Budesonide,3520,594211.93,1129.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Budesonide Ec,Budesonide,2046,650176.28,728.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Budesonide Er,Budesonide,366,468892.95,109.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Cromolyn Sodium,Cromolyn Sodium,412,95519.59,185.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Pulmicort Flexhaler,Budesonide,1114,337188.77,469.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Uceris,Budesonide,19,24218.62,0.0
State,Alabama,Current asthma among adults aged >=18 years,Asthma,10.42339794205295,10079754.0,Zafirlukast,Zafirlukast,1442,203758.61,338.0
State,Alabama,Depression among adults aged >=18 years,Depression,22.571236956774936,10079754.0,Mirtazapine,Mirtazapine,136582,2733241.23,28069.0
State,Alabama,Depression among adults aged >=18 years,Depression,22.571236956774936,10079754.0,Remeron,Mirtazapine,21,4558.14,0.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Amaryl,Glimepiride,14,5600.34,0.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Byetta,Exenatide,282,380266.44,59.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Glimepiride,Glimepiride,107243,1454330.95,28467.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Glipizide,Glipizide,64384,603110.48,17460.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Glipizide Er,Glipizide,41761,894143.75,11621.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Glipizide Xl,Glipizide,910,17228.82,419.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Glyburide,Glyburide,3495,87808.15,1006.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Jardiance,Empagliflozin,99204,100344353.55,23538.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Victoza 2-Pak,Liraglutide,5441,5913710.64,1387.0
State,Alabama,Diagnosed diabetes among adults aged >=18 years,Diabetes,12.91842809854288,10079754.0,Victoza 3-Pak,Liraglutide,11557,18556474.32,2735.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Aldactone,Spironolactone,26,6878.75,0.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Altace,Ramipril,50,34529.64,13.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Atenolol,Atenolol,109691,1110934.68,27465.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Carospir,Spironolactone,13,5363.43,0.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Carvedilol,Carvedilol,365271,4299064.62,92046.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Catapres-Tts 3,Clonidine,15,15880.33,0.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Clonidine,Clonidine,11730,2142072.13,2699.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Coreg,Carvedilol,45,40201.45,11.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Diovan,Valsartan,265,177991.66,63.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Furosemide,Furosemide,411670,2522648.32,114996.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Hydrochlorothiazide,Hydrochlorothiazide,328238,1836910.68,93717.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Lasix,Furosemide,141,11979.14,41.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Lisinopril,Lisinopril,496627,3790257.79,129165.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Nifedipine,Nifedipine,123,6911.27,45.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Nifedipine Er,Nifedipine,40552,2209319.73,10780.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Procardia Xl,Nifedipine,17,16908.07,0.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Ramipril,Ramipril,44863,706932.46,11274.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Spironolactone,Spironolactone,127579,1838433.93,36538.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Tenormin,Atenolol,32,14441.05,0.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Valsartan,Valsartan,57109,2225401.81,15523.0
State,Alabama,High blood pressure among adults aged >=18 years,Hypertension,39.52944394277877,10079754.0,Zestril,Lisinopril,13,10570.47,0.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Ezetimibe,Ezetimibe,117877,5873163.44,33786.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Fenofibrate,Fenofibrate,47673,2093367.87,12620.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Gemfibrozil,Gemfibrozil,15428,401944.97,4066.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Niacin Er,Niacin,3553,407225.98,932.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Niaspan,Niacin,16,2596.03,13.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Praluent Pen,Alirocumab,5153,3665793.52,887.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Repatha Pushtronex,Evolocumab,1108,855950.88,220.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Repatha Sureclick,Evolocumab,22543,16410020.22,3989.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Repatha Syringe,Evolocumab,2193,1633769.61,562.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Simvastatin,Simvastatin,246487,2227678.43,62710.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Zetia,Ezetimibe,63,45525.25,20.0
State,Alabama,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,High_Cholesterol,35.19366777205079,10079754.0,Zocor,Simvastatin,17,11141.07,0.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Ec-Naproxen,Naproxen,56,11065.47,28.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Enbrel,Etanercept,174,1661278.88,43.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Enbrel Mini,Etanercept,26,178683.31,0.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Enbrel Sureclick,Etanercept,261,2154401.99,40.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Humira,Adalimumab,114,1156646.43,21.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Humira Pen,Adalimumab,163,1687602.4,30.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Humira(Cf),Adalimumab,141,1433244.02,24.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Humira(Cf) Pen,Adalimumab,1065,10174649.42,168.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,11,146933.62,0.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Ibu,Ibuprofen,69,467.24,43.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Ibuprofen,Ibuprofen,6223,51233.53,3616.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Infliximab,Infliximab,11,31668.88,0.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Methylprednisolone,Methylprednisolone,2910,28788.0,2517.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Naproxen,Naproxen,2712,41582.34,1487.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Prednisone,Prednisone,12836,85797.96,6984.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Remicade,Infliximab,31,218767.43,0.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Sulfasalazine,Sulfasalazine,471,17617.37,126.0
State,Alaska,Arthritis among adults aged >=18 years,Arthritis,22.16644806073105,1465346.0,Sulfasalazine Dr,Sulfasalazine,77,5314.73,20.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Altace,Ramipril,15,9584.82,0.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Calcium Acetate,Calcium Acetate,207,16758.46,60.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Diovan,Valsartan,183,134291.62,50.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Furosemide,Furosemide,21276,146960.35,5731.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Lasix,Furosemide,27,2334.03,0.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Lisinopril,Lisinopril,53253,470993.97,13437.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Procrit,Epoetin Alfa,132,230275.35,41.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Ramipril,Ramipril,1253,26841.46,346.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Spironolactone,Spironolactone,12263,178322.24,3253.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Valsartan,Valsartan,3499,160561.23,950.0
State,Alaska,Chronic kidney disease among adults aged >=18 years,CKD,2.797505230846504,1465346.0,Zestril,Lisinopril,38,39802.6,12.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Budesonide,Budesonide,39,12090.83,15.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Budesonide Dr,Budesonide,402,82400.45,123.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Budesonide Ec,Budesonide,99,37040.26,44.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Budesonide Er,Budesonide,65,104430.69,21.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Daliresp,Roflumilast,280,236333.19,83.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Pulmicort Flexhaler,Budesonide,305,115263.22,133.0
State,Alaska,Chronic obstructive pulmonary disease among adults aged >=18 years,COPD,6.17649722318142,1465346.0,Roflumilast,Roflumilast,23,11959.1,22.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Altace,Ramipril,15,9584.82,0.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Brilinta,Ticagrelor,537,459697.81,194.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Carvedilol,Carvedilol,16175,248632.09,3788.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Diovan,Valsartan,183,134291.62,50.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Eliquis,Apixaban,23739,22181250.48,5368.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Isosorbide Mononitrate,Isosorbide Mononitrate,142,5370.5,36.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Isosorbide Mononitrate Er,Isosorbide Mononitrate,3606,73775.6,956.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Lisinopril,Lisinopril,53253,470993.97,13437.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Nitro-Bid,Nitroglycerin,24,1180.67,0.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Nitroglycerin,Nitroglycerin,3019,72578.5,1968.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Nitroglycerin Patch,Nitroglycerin,154,9091.78,51.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Nitrostat,Nitroglycerin,19,476.21,12.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Ramipril,Ramipril,1253,26841.46,346.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Simvastatin,Simvastatin,13243,196610.43,3395.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Valsartan,Valsartan,3499,160561.23,950.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Xarelto,Rivaroxaban,7393,7315380.78,1901.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Zestril,Lisinopril,38,39802.6,12.0
State,Alaska,Coronary heart disease among adults aged >=18 years,Heart_Disease,5.359996956350241,1465346.0,Zocor,Simvastatin,27,16940.97,0.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Budesonide,Budesonide,39,12090.83,15.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Budesonide Dr,Budesonide,402,82400.45,123.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Budesonide Ec,Budesonide,99,37040.26,44.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Budesonide Er,Budesonide,65,104430.69,21.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Cromolyn Sodium,Cromolyn Sodium,37,16568.7,17.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Pulmicort Flexhaler,Budesonide,305,115263.22,133.0
State,Alaska,Current asthma among adults aged >=18 years,Asthma,9.63067111794757,1465346.0,Zafirlukast,Zafirlukast,99,14594.05,21.0
State,Alaska,Depression among adults aged >=18 years,Depression,20.15029194470112,1465346.0,Mirtazapine,Mirtazapine,6797,152718.52,1404.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Amaryl,Glimepiride,11,3739.0,0.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Byetta,Exenatide,30,49570.1,11.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Glimepiride,Glimepiride,2272,29441.67,622.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Glipizide,Glipizide,3127,32959.0,830.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Glipizide Er,Glipizide,2065,42676.82,521.0
State,Alaska,Diagnosed diabetes among adults aged >=18 years,Diabetes,8.71005728339928,1465346.0,Glipizide Xl,Glipizide,76,1658.53,35.0
